Area_x,Year,Item,Production,ISO3,Area_y,Population,Exports,Imports,Net_Food_Availability_Capita,Weighted_Degree,Betweenness,Production_Shocked,Ratio,Imports_Shocked,Exports_Shocked,Availability_After_Shock,Deficit_kg_per_capita,Percent_Drop
Eastern Africa,2022,Rice,10838964.66,NA,"China, Hong Kong SAR",7465915,0,0,1451.7932041819388,0,0,10838964.66,0.9998248861842252,0,0,1451.7932041819388,0,0
Eastern Africa,2022,Rice,10838964.66,NA,"China, Macao SAR",704356,0,0,15388.474947327772,0,0,10838964.66,0.9998248861842252,0,0,15388.474947327772,0,0
Eastern Africa,2022,Rice,10838964.66,NA,"China, mainland",1425179569,0,0,7.605332616159613,0,0,10838964.66,0.9998248861842252,0,0,7.605332616159613,0,0
Eastern Africa,2022,Rice,10838964.66,NA,"China, Taiwan Province of",23420111,0,0,462.80586202174703,0,0,10838964.66,0.9998248861842252,0,0,462.80586202174703,0,0
Eastern Africa,2022,Rice,10838964.66,NA,CÃ´te d'Ivoire,30395002,0,0,356.603518565322,0,0,10838964.66,0.9998248861842252,0,0,356.603518565322,0,0
Eastern Africa,2022,Rice,10838964.66,NA,CuraÃ§ao,185345,0,0,58479.940974938625,0,0,10838964.66,0.9998248861842252,0,0,58479.940974938625,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Democratic Republic of the Congo,102396968,0,0,105.85239848117378,0,0,10838964.66,0.9998248861842252,0,0,105.85239848117378,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Iran (Islamic Republic of),89524246,0,0,121.0729511198564,0,0,10838964.66,0.9998248861842252,0,0,121.0729511198564,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Micronesia (Federated States of),112114,0,0,96678.06571882192,0,0,10838964.66,0.9998248861842252,0,0,96678.06571882192,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Netherlands (Kingdom of the),17904421,0,0,605.3792334306705,0,0,10838964.66,0.9998248861842252,0,0,605.3792334306705,0,0
Eastern Africa,2022,Rice,10838964.66,NA,RÃ©union,871540,0,0,12436.565917800675,0,0,10838964.66,0.9998248861842252,0,0,12436.565917800675,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Saint BarthÃ©lemy,10920,0,0,992579.1813186812,0,0,10838964.66,0.9998248861842252,0,0,992579.1813186813,1.1641532182693481e-10,1.1728567757412804e-16
Eastern Africa,2022,Rice,10838964.66,NA,TÃ¼rkiye,87058473,0,0,124.5021223838833,0,0,10838964.66,0.9998248861842252,0,0,124.5021223838833,0,0
Eastern Africa,2022,Rice,10838964.66,NA,United States Virgin Islands,86507,0,0,125295.81028124892,0,0,10838964.66,0.9998248861842252,0,0,125295.81028124892,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Venezuela (Bolivarian Republic of),28213017,0,0,384.18311164665585,0,0,10838964.66,0.9998248861842252,0,0,384.18311164665585,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Wallis and Futuna Islands,11478,0,0,944325.201254574,0,0,10838964.66,0.9998248861842252,0,0,944325.201254574,0,0
Eastern Africa,2022,Rice,10838964.66,NA,World,8021406686,0,0,1.351254846474443,0,0,10838964.66,0.9998248861842252,0,0,1.351254846474443,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Eastern Africa,475299909,0,0,22.804474511271156,0,0,10838964.66,0.9998248861842252,0,0,22.804474511271156,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Middle Africa,199713824,0,0,54.27248070719431,0,0,10838964.66,0.9998248861842252,0,0,54.27248070719431,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Northern Africa,264719925,0,0,40.945027692947555,0,0,10838964.66,0.9998248861842252,0,0,40.945027692947555,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Southern Africa,71212991,0,0,152.20487874185764,0,0,10838964.66,0.9998248861842252,0,0,152.20487874185764,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Western Africa,435937001,0,0,24.86360330767151,0,0,10838964.66,0.9998248861842252,0,0,24.863603307671514,3.552713678800501e-15,1.4288812586164184e-16
Eastern Africa,2022,Rice,10838964.66,NA,Americas,1034848565,0,0,10.473962110581851,0,0,10838964.66,0.9998248861842252,0,0,10.473962110581851,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Northern America,380481775,0,0,28.487473966394315,0,0,10838964.66,0.9998248861842252,0,0,28.487473966394315,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Central America,179821109,0,0,60.27637533922672,0,0,10838964.66,0.9998248861842252,0,0,60.27637533922672,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Caribbean,44052902,0,0,246.0442823948352,0,0,10838964.66,0.9998248861842252,0,0,246.0442823948352,0,0
Eastern Africa,2022,Rice,10838964.66,NA,South America,430492778,0,0,25.17804064067249,0,0,10838964.66,0.9998248861842252,0,0,25.17804064067249,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Asia,4747661033,0,0,2.283011483899255,0,0,10838964.66,0.9998248861842252,0,0,2.283011483899255,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Central Asia,79341768,0,0,136.61108055973747,0,0,10838964.66,0.9998248861842252,0,0,136.61108055973747,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Eastern Asia,1663264901,0,0,6.5166797264123835,0,0,10838964.66,0.9998248861842252,0,0,6.5166797264123835,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Southern Asia,2022467287,0,0,5.35927811029163,0,0,10838964.66,0.9998248861842252,0,0,5.35927811029163,0,0
Eastern Africa,2022,Rice,10838964.66,NA,South-eastern Asia,684898412,0,0,15.825653075101595,0,0,10838964.66,0.9998248861842252,0,0,15.825653075101597,1.7763568394002505e-15,1.1224540503765888e-16
Eastern Africa,2022,Rice,10838964.66,NA,Western Asia,297688665,0,0,36.41040433971512,0,0,10838964.66,0.9998248861842252,0,0,36.41040433971512,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Europe,746964086,0,0,14.510690491215932,0,0,10838964.66,0.9998248861842252,0,0,14.510690491215932,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Eastern Europe,289050977,0,0,37.49845363781628,0,0,10838964.66,0.9998248861842252,0,0,37.49845363781628,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Northern Europe,107439461,0,0,100.88439162962666,0,0,10838964.66,0.9998248861842252,0,0,100.88439162962666,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Southern Europe,151975351,0,0,71.3205436847453,0,0,10838964.66,0.9998248861842252,0,0,71.3205436847453,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Western Europe,198498297,0,0,54.60482444340568,0,0,10838964.66,0.9998248861842252,0,0,54.604824443405676,-7.105427357601002e-15,-1.3012453441664868e-16
Eastern Africa,2022,Rice,10838964.66,NA,Oceania,45049350,0,0,240.60202111684185,0,0,10838964.66,0.9998248861842252,0,0,240.60202111684185,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Australia and New Zealand,31332719,0,0,345.93118650188,0,0,10838964.66,0.9998248861842252,0,0,345.93118650188,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Melanesia,12503827,0,0,866.8517774598129,0,0,10838964.66,0.9998248861842252,0,0,866.8517774598129,0,0
Eastern Africa,2022,Rice,10838964.66,NA,European Union (27),449113453,0,0,24.134134899762177,0,0,10838964.66,0.9998248861842252,0,0,24.134134899762177,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Least Developed Countries (LDCs),1134811910,0,0,9.551331427249472,0,0,10838964.66,0.9998248861842252,0,0,9.551331427249472,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Land Locked Developing Countries (LLDCs),566128954,0,0,19.14575218846694,0,0,10838964.66,0.9998248861842252,0,0,19.14575218846694,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Small Island Developing States (SIDS),72230332,0,0,150.06112196743052,0,0,10838964.66,0.9998248861842252,0,0,150.06112196743052,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Low Income Food Deficit Countries (LIFDCs),1039281637,0,0,10.42928526216229,0,0,10838964.66,0.9998248861842252,0,0,10.42928526216229,0,0
Eastern Africa,2022,Rice,10838964.66,NA,Net Food Importing Developing Countries (NFIDCs),1780529299,0,0,6.087495817163748,0,0,10838964.66,0.9998248861842252,0,0,6.087495817163748,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,"Ascension, Saint Helena and Tristan da Cunha",5343,0,0,1274882.3226651694,0,0,6811696.25,0.9998248861842252,0,0,1274882.3226651694,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Bolivia (Plurinational State of),12077154,0,0,564.0150195981603,0,0,6811696.25,0.9998248861842252,0,0,564.0150195981603,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,"China, Hong Kong SAR",7465915,0,0,912.3725959912482,0,0,6811696.25,0.9998248861842252,0,0,912.3725959912482,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,"China, Macao SAR",704356,0,0,9670.814545485522,0,0,6811696.25,0.9998248861842252,0,0,9670.814545485522,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,"China, mainland",1425179569,0,0,4.779535434106409,0,0,6811696.25,0.9998248861842252,0,0,4.779535434106409,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,"China, Taiwan Province of",23420111,0,0,290.848162504439,0,0,6811696.25,0.9998248861842252,0,0,290.848162504439,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,CÃ´te d'Ivoire,30395002,0,0,224.10580035493993,0,0,6811696.25,0.9998248861842252,0,0,224.10580035493993,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,CuraÃ§ao,185345,0,0,36751.44325447139,0,0,6811696.25,0.9998248861842252,0,0,36751.44325447139,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Democratic Republic of the Congo,102396968,0,0,66.52244087930416,0,0,6811696.25,0.9998248861842252,0,0,66.52244087930416,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Iran (Islamic Republic of),89524246,0,0,76.08772544144075,0,0,6811696.25,0.9998248861842252,0,0,76.08772544144075,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Micronesia (Federated States of),112114,0,0,60756.87469896712,0,0,6811696.25,0.9998248861842252,0,0,60756.87469896712,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Netherlands (Kingdom of the),17904421,0,0,380.4477257320971,0,0,6811696.25,0.9998248861842252,0,0,380.4477257320971,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,RÃ©union,871540,0,0,7815.701230006654,0,0,6811696.25,0.9998248861842252,0,0,7815.701230006654,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Saint BarthÃ©lemy,10920,0,0,623781.7078754578,0,0,6811696.25,0.9998248861842252,0,0,623781.7078754578,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,TÃ¼rkiye,87058473,0,0,78.24277195856628,0,0,6811696.25,0.9998248861842252,0,0,78.24277195856628,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,United States Virgin Islands,86507,0,0,78741.561376536,0,0,6811696.25,0.9998248861842252,0,0,78741.561376536,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Venezuela (Bolivarian Republic of),28213017,0,0,241.43806562764985,0,0,6811696.25,0.9998248861842252,0,0,241.43806562764982,-2.842170943040401e-14,-1.1771842752516284e-16
Eastern Africa,2022,Wheat,6811696.25,NA,Wallis and Futuna Islands,11478,0,0,593456.7215542777,0,0,6811696.25,0.9998248861842252,0,0,593456.7215542777,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,World,8021406686,0,0,0.8491897389878831,0,0,6811696.25,0.9998248861842252,0,0,0.8491897389878831,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Eastern Africa,475299909,0,0,14.331364515367495,0,0,6811696.25,0.9998248861842252,0,0,14.331364515367497,1.7763568394002505e-15,1.2394889806169302e-16
Eastern Africa,2022,Wheat,6811696.25,NA,Middle Africa,199713824,0,0,34.10728468150507,0,0,6811696.25,0.9998248861842252,0,0,34.10728468150507,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Northern Africa,264719925,0,0,25.731709655025025,0,0,6811696.25,0.9998248861842252,0,0,25.731709655025025,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Southern Africa,71212991,0,0,95.6524386119381,0,0,6811696.25,0.9998248861842252,0,0,95.6524386119381,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Western Africa,435937001,0,0,15.625414301549505,0,0,6811696.25,0.9998248861842252,0,0,15.625414301549503,-1.7763568394002505e-15,-1.1368382336102901e-16
Eastern Africa,2022,Wheat,6811696.25,NA,Americas,1034848565,0,0,6.582312118295299,0,0,6811696.25,0.9998248861842252,0,0,6.582312118295299,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Northern America,380481775,0,0,17.90281873553602,0,0,6811696.25,0.9998248861842252,0,0,17.90281873553602,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Central America,179821109,0,0,37.88040396302972,0,0,6811696.25,0.9998248861842252,0,0,37.88040396302972,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Caribbean,44052902,0,0,154.62536951595152,0,0,6811696.25,0.9998248861842252,0,0,154.62536951595152,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,South America,430492778,0,0,15.823020961341191,0,0,6811696.25,0.9998248861842252,0,0,15.823020961341191,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Asia,4747661033,0,0,1.434747805846568,0,0,6811696.25,0.9998248861842252,0,0,1.434747805846568,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Central Asia,79341768,0,0,85.85258964735951,0,0,6811696.25,0.9998248861842252,0,0,85.85258964735951,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Eastern Asia,1663264901,0,0,4.095376657022356,0,0,6811696.25,0.9998248861842252,0,0,4.095376657022356,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Southern Asia,2022467287,0,0,3.3680130669030692,0,0,6811696.25,0.9998248861842252,0,0,3.3680130669030692,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,South-eastern Asia,684898412,0,0,9.94555707920082,0,0,6811696.25,0.9998248861842252,0,0,9.945557079200821,1.7763568394002505e-15,1.78608078487142e-16
Eastern Africa,2022,Wheat,6811696.25,NA,Western Asia,297688665,0,0,22.881946983100615,0,0,6811696.25,0.9998248861842252,0,0,22.881946983100615,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Europe,746964086,0,0,9.119175041569536,0,0,6811696.25,0.9998248861842252,0,0,9.119175041569536,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Eastern Europe,289050977,0,0,23.56572643585979,0,0,6811696.25,0.9998248861842252,0,0,23.56572643585979,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Northern Europe,107439461,0,0,63.40032039066168,0,0,6811696.25,0.9998248861842252,0,0,63.400320390661676,-7.105427357601002e-15,-1.1207242035716227e-16
Eastern Africa,2022,Wheat,6811696.25,NA,Southern Europe,151975351,0,0,44.82105950194516,0,0,6811696.25,0.9998248861842252,0,0,44.82105950194516,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Western Europe,198498297,0,0,34.31614453599065,0,0,6811696.25,0.9998248861842252,0,0,34.31614453599065,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Oceania,45049350,0,0,151.20520606845605,0,0,6811696.25,0.9998248861842252,0,0,151.20520606845605,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Australia and New Zealand,31332719,0,0,217.3988235748069,0,0,6811696.25,0.9998248861842252,0,0,217.3988235748069,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Melanesia,12503827,0,0,544.7689135494277,0,0,6811696.25,0.9998248861842252,0,0,544.7689135494277,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,European Union (27),449113453,0,0,15.1669833190234,0,0,6811696.25,0.9998248861842252,0,0,15.1669833190234,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Least Developed Countries (LDCs),1134811910,0,0,6.002489214269878,0,0,6811696.25,0.9998248861842252,0,0,6.002489214269878,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Land Locked Developing Countries (LLDCs),566128954,0,0,12.032057717365928,0,0,6811696.25,0.9998248861842252,0,0,12.032057717365927,-1.7763568394002505e-15,-1.4763533230366955e-16
Eastern Africa,2022,Wheat,6811696.25,NA,Small Island Developing States (SIDS),72230332,0,0,94.30520477186786,0,0,6811696.25,0.9998248861842252,0,0,94.30520477186786,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Low Income Food Deficit Countries (LIFDCs),1039281637,0,0,6.554235163494956,0,0,6811696.25,0.9998248861842252,0,0,6.554235163494956,0,0
Eastern Africa,2022,Wheat,6811696.25,NA,Net Food Importing Developing Countries (NFIDCs),1780529299,0,0,3.8256580522576393,0,0,6811696.25,0.9998248861842252,0,0,3.8256580522576393,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,"Ascension, Saint Helena and Tristan da Cunha",5343,0,0,52371610.47913157,0,0,279821514.79,0.9998248861842252,0,0,52371610.47913157,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Bolivia (Plurinational State of),12077154,0,0,23169.491321382506,0,0,279821514.79,0.9998248861842252,0,0,23169.491321382506,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,"China, Hong Kong SAR",7465915,0,0,37479.86881581159,0,0,279821514.79,0.9998248861842252,0,0,37479.86881581159,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,"China, Macao SAR",704356,0,0,397272.8489428641,0,0,279821514.79,0.9998248861842252,0,0,397272.8489428641,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,"China, mainland",1425179569,0,0,196.34123367790153,0,0,279821514.79,0.9998248861842252,0,0,196.34123367790153,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,"China, Taiwan Province of",23420111,0,0,11947.915822858396,0,0,279821514.79,0.9998248861842252,0,0,11947.915822858396,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,CÃ´te d'Ivoire,30395002,0,0,9206.168658584063,0,0,279821514.79,0.9998248861842252,0,0,9206.168658584065,1.8189894035458565e-12,1.9758375834770146e-16
Eastern Asia,2022,Maize (corn),279821514.79,NA,CuraÃ§ao,185345,0,0,1509733.280045321,0,0,279821514.79,0.9998248861842252,0,0,1509733.280045321,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Democratic Republic of the Congo,102396968,0,0,2732.712894291948,0,0,279821514.79,0.9998248861842252,0,0,2732.712894291948,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Iran (Islamic Republic of),89524246,0,0,3125.650617487468,0,0,279821514.79,0.9998248861842252,0,0,3125.650617487468,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Micronesia (Federated States of),112114,0,0,2495865.9470717306,0,0,279821514.79,0.9998248861842252,0,0,2495865.9470717306,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Netherlands (Kingdom of the),17904421,0,0,15628.626850876664,0,0,279821514.79,0.9998248861842252,0,0,15628.626850876663,-1.8189894035458565e-12,-1.1638830595304814e-16
Eastern Asia,2022,Maize (corn),279821514.79,NA,RÃ©union,871540,0,0,321065.6020262983,0,0,279821514.79,0.9998248861842252,0,0,321065.6020262983,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Saint BarthÃ©lemy,10920,0,0,25624680.84157509,0,0,279821514.79,0.9998248861842252,0,0,25624680.84157509,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,TÃ¼rkiye,87058473,0,0,3214.178989677432,0,0,279821514.79,0.9998248861842252,0,0,3214.178989677432,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,United States Virgin Islands,86507,0,0,3234669.041696048,0,0,279821514.79,0.9998248861842252,0,0,3234669.041696048,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Venezuela (Bolivarian Republic of),28213017,0,0,9918.170566090112,0,0,279821514.79,0.9998248861842252,0,0,9918.170566090113,1.8189894035458565e-12,1.8339968963277557e-16
Eastern Asia,2022,Maize (corn),279821514.79,NA,Wallis and Futuna Islands,11478,0,0,24378943.61299878,0,0,279821514.79,0.9998248861842252,0,0,24378943.61299878,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,World,8021406686,0,0,34.88434457242778,0,0,279821514.79,0.9998248861842252,0,0,34.88434457242778,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Eastern Africa,475299909,0,0,588.7262115802341,0,0,279821514.79,0.9998248861842252,0,0,588.7262115802341,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Middle Africa,199713824,0,0,1401.1123976575602,0,0,279821514.79,0.9998248861842252,0,0,1401.1123976575602,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Northern Africa,264719925,0,0,1057.0474239519372,0,0,279821514.79,0.9998248861842252,0,0,1057.0474239519372,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Southern Africa,71212991,0,0,3929.3605121851992,0,0,279821514.79,0.9998248861842252,0,0,3929.3605121851992,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Western Africa,435937001,0,0,641.8852131113321,0,0,279821514.79,0.9998248861842252,0,0,641.8852131113321,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Americas,1034848565,0,0,270.39851457879735,0,0,279821514.79,0.9998248861842252,0,0,270.39851457879735,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Northern America,380481775,0,0,735.43999522710385,0,0,279821514.79,0.9998248861842252,0,0,735.43999522710385,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Central America,179821109,0,0,1556.1104941800795,0,0,279821514.79,0.9998248861842252,0,0,1556.1104941800797,2.2737367544323206e-13,1.4611666478287977e-16
Eastern Asia,2022,Maize (corn),279821514.79,NA,Caribbean,44052902,0,0,6351.94282524225,0,0,279821514.79,0.9998248861842252,0,0,6351.94282524225,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,South America,430492778,0,0,650.0028086185455,0,0,279821514.79,0.9998248861842252,0,0,650.0028086185455,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Asia,4747661033,0,0,58.93881489116833,0,0,279821514.79,0.9998248861842252,0,0,58.93881489116833,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Central Asia,79341768,0,0,3526.786985513103,0,0,279821514.79,0.9998248861842252,0,0,3526.7869855131034,4.547473508864641e-13,1.2894097453416346e-16
Eastern Asia,2022,Maize (corn),279821514.79,NA,Eastern Asia,1663264901,0,0,168.23628913335676,0,0,279821514.79,0.9998248861842252,0,0,168.23628913335676,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Southern Asia,2022467287,0,0,138.3565096892467,0,0,279821514.79,0.9998248861842252,0,0,138.3565096892467,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,South-eastern Asia,684898412,0,0,408.5591525506414,0,0,279821514.79,0.9998248861842252,0,0,408.55915255064133,-5.684341886080802e-14,-1.3913142933142884e-16
Eastern Asia,2022,Maize (corn),279821514.79,NA,Western Asia,297688665,0,0,939.9804147396744,0,0,279821514.79,0.9998248861842252,0,0,939.9804147396744,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Europe,746964086,0,0,374.61173841495776,0,0,279821514.79,0.9998248861842252,0,0,374.61173841495776,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Eastern Europe,289050977,0,0,968.069776806186,0,0,279821514.79,0.9998248861842252,0,0,968.069776806186,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Northern Europe,107439461,0,0,2604.457544607377,0,0,279821514.79,0.9998248861842252,0,0,2604.457544607377,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Southern Europe,151975351,0,0,1841.2296003843412,0,0,279821514.79,0.9998248861842252,0,0,1841.2296003843412,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Western Europe,198498297,0,0,1409.6922695009318,0,0,279821514.79,0.9998248861842252,0,0,1409.6922695009318,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Oceania,45049350,0,0,6211.44400063486,0,0,279821514.79,0.9998248861842252,0,0,6211.44400063486,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Australia and New Zealand,31332719,0,0,8930.64897400063,0,0,279821514.79,0.9998248861842252,0,0,8930.64897400063,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Melanesia,12503827,0,0,22378.869668462303,0,0,279821514.79,0.9998248861842252,0,0,22378.869668462303,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,European Union (27),449113453,0,0,623.0530680406939,0,0,279821514.79,0.9998248861842252,0,0,623.0530680406939,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Least Developed Countries (LDCs),1134811910,0,0,246.5796422510229,0,0,279821514.79,0.9998248861842252,0,0,246.5796422510229,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Land Locked Developing Countries (LLDCs),566128954,0,0,494.27168989134583,0,0,279821514.79,0.9998248861842252,0,0,494.27168989134583,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Small Island Developing States (SIDS),72230332,0,0,3874.016732887231,0,0,279821514.79,0.9998248861842252,0,0,3874.016732887231,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Low Income Food Deficit Countries (LIFDCs),1039281637,0,0,269.2451255058594,0,0,279821514.79,0.9998248861842252,0,0,269.2451255058594,0,0
Eastern Asia,2022,Maize (corn),279821514.79,NA,Net Food Importing Developing Countries (NFIDCs),1780529299,0,0,157.156366338457,0,0,279821514.79,0.9998248861842252,0,0,157.156366338457,0,0
Eastern Asia,2022,Rice,227512236.21,NA,"Ascension, Saint Helena and Tristan da Cunha",5343,0,0,42581365.56428973,0,0,227512236.21,0.9998248861842252,0,0,42581365.56428973,0,0
Eastern Asia,2022,Rice,227512236.21,NA,Bolivia (Plurinational State of),12077154,0,0,18838.232600991923,0,0,227512236.21,0.9998248861842252,0,0,18838.232600991923,0,0
Eastern Asia,2022,Rice,227512236.21,NA,"China, Hong Kong SAR",7465915,0,0,30473.45653011051,0,0,227512236.21,0.9998248861842252,0,0,30473.45653011051,0,0
Eastern Asia,2022,Rice,227512236.21,NA,"China, Macao SAR",704356,0,0,323007.4510758764,0,0,227512236.21,0.9998248861842252,0,0,323007.4510758764,0,0
Eastern Asia,2022,Rice,227512236.21,NA,"China, mainland",1425179569,0,0,159.63759315581376,0,0,227512236.21,0.9998248861842252,0,0,159.63759315581376,0,0
Eastern Asia,2022,Rice,227512236.21,NA,"China, Taiwan Province of",23420111,0,0,9714.396153374337,0,0,227512236.21,0.9998248861842252,0,0,9714.396153374337,0,0
Eastern Asia,2022,Rice,227512236.21,NA,CÃ´te d'Ivoire,30395002,0,0,7485.185762119706,0,0,227512236.21,0.9998248861842252,0,0,7485.185762119706,0,0
Eastern Asia,2022,Rice,227512236.21,NA,CuraÃ§ao,185345,0,0,1227506.7372197793,0,0,227512236.21,0.9998248861842252,0,0,1227506.7372197793,0,0
Eastern Asia,2022,Rice,227512236.21,NA,Democratic Republic of the Congo,102396968,0,0,2221.8649697713704,0,0,227512236.21,0.9998248861842252,0,0,2221.8649697713704,0,0
Eastern Asia,2022,Rice,227512236.21,NA,Iran (Islamic Republic of),89524246,0,0,2541.347694902675,0,0,227512236.21,0.9998248861842252,0,0,2541.347694902675,0,0
Eastern Asia,2022,Rice,227512236.21,NA,Micronesia (Federated States of),112114,0,0,2029293.7207663627,0,0,227512236.21,0.9998248861842252,0,0,2029293.7207663627,0,0
Eastern Asia,2022,Rice,227512236.21,NA,Netherlands (Kingdom of the),17904421,0,0,12707.042367357202,0,0,227512236.21,0.9998248861842252,0,0,12707.042367357202,0,0
