ISO3,Production,Imports_Original,Imports_Shocked,Population,Availability_Baseline,Availability_After_Shock,Percent_Drop,Severity
NA,119245278.38,0,0,475299909,250.88428615710086,250.88428615710086,0,Low
NA,119245278.38,0,0,199713824,597.080742793248,597.080742793248,0,Low
NA,119245278.38,0,0,264719925,450.4582659578798,450.4582659578798,0,Low
NA,119245278.38,0,0,71212991,1674.4877122209346,1674.4877122209346,0,Low
NA,119245278.38,0,0,435937001,273.53786924822197,273.53786924822197,0,Low
NA,119245278.38,0,0,1034848565,115.229689070497,115.229689070497,0,Low
NA,119245278.38,0,0,380481775,313.4060189348097,313.4060189348097,0,Low
NA,119245278.38,0,0,179821109,663.1328159587761,663.1328159587761,0,Low
NA,119245278.38,0,0,44052902,2706.8654496359854,2706.8654496359854,0,Low
NA,119245278.38,0,0,430492778,276.9971634227973,276.9971634227973,0,Low
NA,119245278.38,0,0,4747661033,25.11663691892723,25.11663691892723,0,Low
NA,119245278.38,0,0,79341768,1502.931953570785,1502.931953570785,0,Low
NA,119245278.38,0,0,1663264901,71.69349771543096,71.69349771543096,0,Low
NA,119245278.38,0,0,2022467287,58.960300196934654,58.960300196934654,0,Low
NA,119245278.38,0,0,684898412,174.10651899715603,174.10651899715603,0,Low
NA,119245278.38,0,0,297688665,400.5704361635671,400.5704361635671,0,Low
NA,119245278.38,0,0,746964086,159.63990855110535,159.63990855110535,0,Low
NA,119245278.38,0,0,289050977,412.54065154050664,412.54065154050664,0,Low
NA,119245278.38,0,0,107439461,1109.883438264829,1109.883438264829,0,Low
NA,119245278.38,0,0,151975351,784.6356504220214,784.6356504220214,0,Low
NA,119245278.38,0,0,198498297,600.7370349378866,600.7370349378866,0,Low
NA,119245278.38,0,0,45049350,2646.992206990778,2646.992206990778,0,Low
NA,119245278.38,0,0,31332719,3805.7749913117977,3805.7749913117977,0,Low
NA,119245278.38,0,0,12503827,9536.702513558448,9536.702513558448,0,Low
NA,119245278.38,0,0,449113453,265.5125950546843,265.5125950546843,0,Low
NA,119245278.38,0,0,1134811910,105.07933282089012,105.07933282089012,0,Low
NA,119245278.38,0,0,566128954,210.6327145740721,210.6327145740721,0,Low
NA,119245278.38,0,0,72230332,1650.9030912387334,1650.9030912387334,0,Low
NA,119245278.38,0,0,1039281637,114.73817503811048,114.73817503811048,0,Low
NA,119245278.38,0,0,1780529299,66.9718147558548,66.9718147558548,0,Low
AGO,3089902,69398533.246733,51012312.0524276,35635029,2034.1904379180667,1518.231234003699,-0.2536435106058391,High
