ISO3,Year,Weighted_Degree,Betweenness
COK,2022,118207.56640027484,0
COL,2022,565923123.5275915,9.721370964300192e-4
COM,2022,191349.44363290918,0
CRI,2022,177499380.61096314,0.0010451966369150738
CUB,2022,32225822.657551546,8.131361221828032e-5
NLD,2022,2564754617.7578683,0
CXR,2022,66977.62551530267,0
CYM,2022,2983845.6865043915,0
CYP,2022,62928050.60316179,5.819109116946786e-4
CZE,2022,1880701314.9160042,0.0036945658869408063
DEU,2022,12489957563.841438,0.0052530023178406745
DJI,2022,22007194.646526054,4.087625786129546e-5
DMA,2022,1210647.0599572097,9.352288471053116e-5
DNK,2022,955529615.7367119,0.0024193755282501867
DOM,2022,174539812.20832083,8.485425711351024e-4
DZA,2022,228101613.57154223,0
ECU,2022,268780474.1457914,6.48481354285689e-4
ERI,2022,2822796.0500094118,0
ESP,2022,3602593596.1613564,0.00498839334358662
EST,2022,186926361.0928777,7.267482494575313e-4
FIN,2022,736083783.5850688,0.0014791070022699198
FJI,2022,15194793.910210865,1.412636235793401e-4
FLK,2022,1609651.9769082163,0
FRA,2022,5963187694.175606,0.006101916311575133
GAB,2022,49704240.40391329,2.70628949931903e-4
GBR,2022,4928520432.8619795,0.004704372943859416
GEO,2022,60508855.185231544,1.5347235219616067e-4
GHA,2022,144167269.72062904,0.0010659906487947295
GIB,2022,1355293.240903723,0
GIN,2022,39308502.85111309,0
GNQ,2022,28144213.334398367,0
GRC,2022,556006516.3034525,0.0010239834991953168
GRD,2022,2412662.050875383,3.773268408904243e-5
GRL,2022,5628965.939234113,0
GTM,2022,198583229.65556082,5.799746224094749e-4
GUM,2022,35615.98197070107,0
GUY,2022,52210372.440407544,1.85542341934744e-4
HND,2022,55860161.601083614,0
HRV,2022,264810249.85212174,3.7773183930372994e-4
HTI,2022,6309633.066426011,0
HUN,2022,1221438676.5113678,9.067911442278538e-4
IDN,2022,2171409397.341178,0.0024480711599768625
IND,2022,4556698809.414129,0.0028528490746947627
IRL,2022,1781226752.1018484,0.0042618316212585765
IRQ,2022,460075195.8669578,0
ISL,2022,20653933.319306187,0
ISR,2022,684876847.9875392,5.931039410433915e-4
ITA,2022,5405020929.48821,0.0026337601306627486
JAM,2022,34770875.7615611,1.808934169140726e-4
JOR,2022,160178832.92437774,2.1031267360880127e-4
JPN,2022,6720803613.718363,0.0022694268780347566
KAZ,2022,389337477.88689995,1.844078962466855e-4
KEN,2022,114475462.37782441,9.163392003463792e-4
KGZ,2022,45349622.794855356,4.1691230233934895e-5
KHM,2022,277657805.2558624,1.563566655132924e-4
KIR,2022,500319.9151155295,0
KWT,2022,467544942.293391,7.404288898217227e-4
LBN,2022,81994913.69388129,8.208365420409974e-4
LBR,2022,15719732.342455309,3.8439700117638515e-5
LBY,2022,147493400.68168792,0
LKA,2022,133929913.09736659,7.100624109725791e-4
LSO,2022,13091203.176152075,1.367771847595506e-5
LTU,2022,385670447.0400597,6.029062260051042e-4
LUX,2022,175639452.85051432,0.001300459104396071
LVA,2022,193133258.67579138,3.668543112637719e-4
MAC,2022,2549467.0043365886,0
MAR,2022,485323480.17983943,8.952576958866881e-4
MDA,2022,47404710.07664017,2.540750283077573e-4
MDG,2022,41365152.04951358,2.3704835797044589e-4
MDV,2022,18378538.380361315,1.6483052172014412e-4
MEX,2022,5135895364.672355,5.904626507002211e-4
MHL,2022,5263223.9350567805,0
MLI,2022,22922877.610573735,0
MLT,2022,56368315.602989174,3.535286340374304e-4
MMR,2022,189805002.75553626,9.918792411826161e-5
MNG,2022,78122721.70329545,5.4208372390645535e-5
MNP,2022,5362.086817263265,0
MNE,2022,6163148.274026787,0
MOZ,2022,81723654.03996427,5.784959229960994e-4
MRT,2022,35525800.05263881,6.477820402931694e-5
MSR,2022,29929.426694577298,0
MUS,2022,38677964.0049303,4.171476687294478e-4
MWI,2022,10416703.413410854,8.574707994451645e-5
MYS,2022,2658453131.704238,0.0016683816083975127
NAM,2022,46749535.37366556,4.7171888889570394e-4
NCL,2022,10125009.124529215,0
NGA,2022,491150472.15445966,0.001305879961225683
NFK,2022,7981.925450666101,0
NIC,2022,88181312.12863192,1.7776260839356923e-4
NIU,2022,19446.58651582293,0
NOR,2022,1172153798.5424705,0.0011137517970025482
NPL,2022,63654781.079907164,2.4328398447210449e-4
NRU,2022,795689.7023892058,0
NZL,2022,404484406.1834023,0.002303057320260085
OMN,2022,478707422.77686065,2.770011494790933e-4
PAK,2022,440259992.82465017,0.0016803071755963428
PAN,2022,74589966.21838926,8.639288974219424e-5
PCN,2022,19323.827264312906,0
PER,2022,512520580.13764626,7.40699877274574e-4
PHL,2022,960408274.2020761,0.0014413578621552518
PLW,2022,34360.18875957442,0
PNG,2022,50143351.43529095,0
POL,2022,2847772314.3729577,0.003952694974366823
PRT,2022,829584232.2997066,0.002106760723835982
PRY,2022,108216476.38540527,1.8482956258229863e-4
PYF,2022,584759.6341320829,0
QAT,2022,566185979.6111661,9.308826931161061e-5
ROU,2022,404742863.0152495,0
RUS,2022,1867703052.1545534,0
RWA,2022,23750727.414876897,2.3018655922691668e-4
SAU,2022,2091787496.9457994,0.0016487229158132972
SEN,2022,66115376.69225967,4.3694312058881565e-4
SGP,2022,1088506768.230927,0
SGS,2022,13756.298786694399,0
SHN,2022,117701.00443641064,0
SLB,2022,2051007.6184486689,0
SLE,2022,5084315.208840625,0
SLV,2022,101138437.73732042,3.3537147002174705e-4
SMR,2022,915031.8189777926,0
SOM,2022,2588316.918174723,0
SPM,2022,33154.09905352255,0
SSD,2022,1961563.3002404007,0
STP,2022,881239.7429709625,1.222768468767937e-5
SDN,2022,20031947.25763796,0
SUR,2022,15900782.293737661,4.683616032872761e-5
SVK,2022,868603391.06566,0.0023559763084065382
SVN,2022,481730078.07694405,0.002173447264778358
SWE,2022,1630969492.7333357,0.003112400269159718
SYC,2022,2573106.649604615,0
SYR,2022,3175097.7646475835,0
TCD,2022,14004939.246009832,0
TGO,2022,26173914.303051848,1.1699028499179174e-4
THA,2022,2561535362.0016303,0.0036319264671418184
TJK,2022,26941841.843772355,6.4217210286597975e-6
TKL,2022,1625435.1649618265,0
TKM,2022,53047346.43311911,0
TON,2022,47356.160787015644,0
TTO,2022,105702213.40818822,4.5042413094127095e-4
TUN,2022,189032950.89914024,4.724025343693418e-4
TUV,2022,328923.99791131995,0
TZA,2022,98505088.95890848,4.1702998416381915e-4
UGA,2022,53254114.58527381,3.818669161925318e-4
UKR,2022,396012333.4438949,0.0013888794685559397
UMI,2022,46966.928258850035,0
URY,2022,111122809.73262078,3.0144809482513543e-4
USA,2022,21660253887.436028,0.004901762648905781
UZB,2022,147564518.15726158,1.7724505066056442e-4
VAT,2022,35306.66283502783,0
VEN,2022,16220309.44535476,0
VGB,2022,976514.0093655132,0
VNM,2022,3052597026.2662168,1.850008427727148e-4
VUT,2022,839217.809560593,0
WSM,2022,230251.4418627499,0
YEM,2022,7750796.634047943,0
ZMB,2022,78042710.2128424,3.957986734329035e-4
ZWE,2022,55839327.54385647,1.2136418323266922e-4
ZAF,2022,1062461283.150152,0.003591210304203978
GNB,2022,863739.9182147746,0
BVT,2022,5387.557951303189,0
ESH,2022,1872.9609687634581,0
BES,2022,32507.65145356221,0
HMD,2022,9418.637816606974,0
BHS,2022,15452533.725000005,0
CPV,2022,7045939.551193005,0
COG,2022,16115114.245679945,0
EGY,2022,387294562.85293156,0
SWZ,2022,9199537.348120004,0
ETH,2022,67818237.15336391,0
GMB,2022,3679607.3732680078,0
LAO,2022,32577678.535382025,0
MKD,2022,47818174.199719846,0
PSE,2022,32893239.386133004,0
VCT,2022,1810123.4947789959,0
